OPPORTUNITY LINK,OPPORTUNITY TITLE,Status,"Private, Local, State, or Federal",AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,DUE DATE,Instrument Type,Immigration Status Requirements,Description,Demographic Eligibility,Other Eligibility Requirements,COVID Specific,Location Eligibility
PAR-21-190,Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/07/2024,Grant,,,,,,
PAR-21-176,Understanding and Modifying Temporal Dynamics of Coordinated Neural Activity (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2024,Grant,,,,,,
PAR-21-175,Understanding and Modifying Temporal Dynamics of Coordinated Neural Activity (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2024,Grant,,,,,,
RFA-AI-21-035,Exploratory Data Science Methods and Algorithm Development in Infectious and Immune-mediated Diseases (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,1040000,4,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/06/2023,Grant,,,,,,
PAR-21-167,Development of Animal Models and Related Biological Materials for Research (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2024,Grant,,,,,,
RFA-DK-21-004,The Autoantigens and Neoantigens Function in the Etiology and Pathophysiology of Type 1 Diabetes (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/09/2022,Grant,,,,,,
RFA-DA-22-004,"Exploratory studies to investigate mechanisms of HIV infection, replication, latency, and/or pathogenesis in the context of substance use disorders (R61/R33 - Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/10/2022,Grant,,,,,,
PAR-21-184,Research on Bat Immunology (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/15/2022,Grant,,,,,,
PA-21-194,Mentored Career Transition Award for Intramural  Fellows (K22 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2024,Grant,,,,,,
PA-21-195,Mentored Career Transition Award for Intramural Fellows (K22 Clinical Trials Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2024,Grant,,,,,,
PA-18-705,SBIR Technology Transfer (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/05/2021,Grant,,,,,,
PAR-21-128,The NCI Transition Career Development Award (K22 - Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/14/2024,Grant,,,,,,
PAR-21-318,The NCI Transition Career Development Award (K22 Independent Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/14/2024,Grant,,,,,,
PAR-21-111,The NCI Transition Career Development Award (K22 - Independent Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/14/2024,Grant,,,,,,
PAR-21-061,Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/17/2023,Grant,,,,,,
RFA-AR-22-002,Core Centers for Clinical Research (CCCR) (P30)- Clinical Trial Not Allowed,Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/13/2021,Grant,,,,,,
HDTRA1-20-S-0002BAA,Strategic Trends Division Broad Agency Announcement (BAA),Available,Federal,Defense Threat Reduction Agency,1950000,10,"DTRA Strategic Trends Division
Grantor
Phone 571-616-4205",,03/02/2025,Grant,,,,,,
PAR-21-166,Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2024,Grant,,,,,,
PAR-21-206,Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2024,Grant,,,,,,
PAR-21-143,NHGRI Predoctoral to Postdoctoral Transition Award for a Diverse Genomics Workforce (F99/K00),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,04/08/2024,Grant,,,,,,
RFA-AG-22-010,Short Courses on Interdisciplinary Behavioral and Social Sciences Research on Alzheimer's Disease and Related Dementias (R25 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/04/2021,Grant,,,,,,
RFA-AG-22-009,Short Courses on Interdisciplinary Behavioral and Social Sciences Research on Aging (R25 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/04/2021,Grant,,,,,,
PAR-21-208,Cutting-Edge Basic Research Awards (CEBRA) (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/08/2024,Grant,,,,,,
PAR-21-187,NIDCD's Mentoring Networks to Enhance Clinician-Scientists' Participation in Research (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/29/2024,Grant,,,,,,
PAR-21-211,Pilot Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R34 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/16/2024,Grant,,,,,,
PAR-21-210,Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/05/2024,Grant,,,,,,
PAR-21-185,Mentoring Networks to Enhance Diversity in NIDCD's Extramural Research Workforce (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/29/2024,Grant,,,,,,
RFA-DK-21-015,Nutrition Obesity Research Centers (P30 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/20/2021,Grant,,,,,,
PA-21-214,Short-Term Mentored Research Career Enhancement Award to Promote Diversity (K18 No Independent Clinical Trials),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/12/2023,Grant,,,,,,
PAR-19-257,Limited Competition: Small Grant Program for NIAMS K08 and K23 Recipients (R03),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/21/2022,Grant,,,,,,
PA-21-200,Research on Autism Spectrum Disorders (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/16/2024,Grant,,,,,,
PA-18-926,Primary Caregiver Technical Assistance Supplements (PCTAS) (Clinical Trial Optional Admin Supp),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/09/2021,Grant,,,,,,
PA-21-199,Research on Autism Spectrum Disorders (R03 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/16/2024,Grant,,,,,,
PA-21-201,Research on Autism Spectrum Disorders (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/05/2024,Grant,,,,,,
PAR-21-188,Research Experiences to Enhance Clinician-Scientists' Participation in NIDCDs Research (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,01/29/2024,Grant,,,,,,
RFA-AG-22-016,Mechanism-Focused Research to Promote Adherence to Healthful Behaviors to Prevent Mild Cognitive Impairment (MCI) and Alzheimers Disease and Related Dementias (AD/ADRD) (R61/R33 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/15/2021,Grant,,,,,,
PAR-21-207,Mechanism-Focused Research to Promote Adherence to Healthful Behaviors to Prevent Mild Cognitive Impairment (MCI) and Alzheimers Disease and Related Dementias (AD/ADRD) (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,01/26/2022,Grant,,,,,,
RFA-DK-21-006,Development of New Technologies and Bioengineering Solutions for the Advancement of Cell Replacement Therapies for Type 1 Diabetes (T1D)  (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/20/2021,Grant,,,,,,
RFA-HG-21-008,Transformative Nucleic Acid Sequencing Technology Innovation and Early Development (R43/R44),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/01/2023,Grant,,,,,,
RFA-HG-21-006,Transformative Nucleic Acid Sequencing Technology Innovation and Early Development (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/01/2023,Grant,,,,,,
RFA-OD-21-004,Maximizing the Scientific Value of Existing Biospecimen Collections (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,1000000,5,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/08/2023,Grant,,,,,,
RFA-OD-21-003,Secondary Analyses of Existing Datasets of Tobacco Use and Health (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,1000000,5,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/08/2023,Grant,,,,,,
NOT-OD-21-083,"Notice of Intent to Publish a Funding Opportunity Announcement for PHS 2021 Omnibus Solicitations of the NIH, CDC, and FDA for Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) Grant Applications",Available,Federal,National Institutes of Health,,,SEED (Small business Education and Entrepreneurial Development),301-435-2688,,Grant,,,,,,
RFA-NS-21-013,BRAIN Initiative: Targeted BRAIN Circuits Projects- TargetedBCP (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,15000000,20,"NIH OER Webmaster
grantsinfo@nih.gov",,11/10/2021,Grant,,,,,,
RFA-NS-21-014,BRAIN Initiative: Targeted BRAIN Circuits Planning Projects  TargetedBCPP (R34 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,2500000,10,"NIH OER Webmaster
grantsinfo@nih.gov",,11/10/2021,Grant,,,,,,
PAR-21-181,NINDS Program Project Grant (P01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-RM-21-015,NIH Directors Pioneer Award Program (DP1 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/10/2021,Grant,,,,,,
PAR-21-153,NINDS Faculty Development Award to Promote Diversity in Neuroscience Research (K01 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-MD-21-004,Understanding and Addressing the Impact of Structural Racism and Discrimination on Minority Health and Health Disparities (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/24/2021,Grant,,,,,,
PAR-21-124,Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Assay Development and Neurotherapeutic Agent Identification (R61/R33 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/20/2024,Grant,,,,,,
PAR-21-123,Innovation Grants to Nurture Initial Translational Efforts (IGNITE):  Development and Validation of Model Systems to Facilitate Neurotherapeutic Discovery (R61/R33 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/20/2024,Grant,,,,,,
PAR-21-122,Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/20/2024,Grant,,,,,,
RFA-AA-21-005,Specialized Alcohol Research Centers (P50 Clinical Trial Optional),Available,Federal,National Institutes of Health,1800000,1,"NIH OER Webmaster
grantsinfo@nih.gov",,11/15/2021,Grant,,,,,,
RFA-AA-21-006,Comprehensive Alcohol Research Centers (P60 Clinical trial Optional),Available,Federal,National Institutes of Health,1250000,5,"NIH OER Webmaster
grantsinfo@nih.gov",,11/15/2021,Grant,,,,,,
RFA-HG-21-007,Transformative Nucleic Acid Sequencing Technology Innovation and Early Development (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/01/2023,Grant,,,,,,
PAR-21-198,National Institute of General Medical Sciences (NIGMS) Bridges to the Doctorate (T32),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/27/2023,Grant,,,,,,
RFA-AA-21-002,"SARS-CoV-2, COVID-19 and Consequences of Alcohol Use (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/17/2021,Grant,,,,,,
RFA-AA-21-003,"SARS-CoV-2, COVID-19 and Consequences of Alcohol Use (R03 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/17/2021,Grant,,,,,,
RFA-AA-21-004,"SARS-CoV-2, COVID-19 and Consequences of Alcohol Use (R21 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/17/2021,Grant,,,,,,
PAR-21-186,Enhancing NIDCD's Extramural Workforce Diversity through Research Experiences (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,01/29/2024,Grant,,,,,,
W911NF21S0009,LPS Qubit Collaboratory (LQC),Available,Federal,Dept of the Army -- Materiel Command,,,"Technical Program Point of Contact (ARO):
Dr. T.R. Govindan
t.r.govindan.civ@mail.mil",,04/30/2026,Grant,,,,,,
PAS-21-216,Identification of Positive Valence System Related Targets for Novel Suicide Prevention Approaches (R01 - Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/05/2021,Grant,,,,,,
PAS-21-215,Identification of Positive Valence System Related Targets for Novel Suicide Prevention Approaches (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/16/2021,Grant,,,,,,
RFA-NS-21-012,NIH Blueprint and BRAIN Initiative Diversity Specialized Predoctoral to Postdoctoral Advancement in Neuroscience (D-SPAN) Award (F99/K00 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,12/15/2023,Grant,,,,,,
PA-21-231,NICHD Small Research Grant Program (R03 Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
PA-21-221,NICHD Small Research Grant Program (R03 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-MH-21-230,Pilot Effectiveness Trials of Interventions for Preschoolers with ADHD (R34 Clinical Trial Required),Available,Federal,National Institutes of Health,1250000,5,"NIH OER Webmaster
grantsinfo@nih.gov",,03/01/2022,Grant,,,,,,
PA-21-202,AHRQ/PCORI Learning Health System Small Grant Pilot Program,Available,Federal,Agency for Health Care Research and Quality,,,"Kathryn Marron, Ph.D. Receipt and Referral Officer Agency for Healthcare Research and Quality, HHS  Office: (301) 427-1554 Email: Kathryn.Marron@ahrq.hhs.gov
Kathryn.Marron@ahrq.hhs.gov",,06/19/2023,Grant,,,,,,
PAR-21-234,NINDS Faculty Development Award to Promote Diversity in Neuroscience Research (K01 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-RM-21-018,NIH Directors Early Independence Awards (DP5 Clinical Trial Optional),Available,Federal,National Institutes of Health,4000000,10,"NIH OER Webmaster
grantsinfo@nih.gov",,09/03/2021,Grant,,,,,,
PAR-21-226,Novel Tools and Devices for Animal Research Facilities and to Support Care of Animal Models (R41/R42 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/05/2024,Grant,,,,,,
PAR-21-225,Novel Tools and Devices for Animal Research Facilities and to Support Care of Animal Models (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/05/2024,Grant,,,,,,
RFA-DK-21-023,NIDDK Short-Term Research Experience Program to Unlock Potential (STEP-UP) (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/01/2021,Grant,,,,,,
RFA-MH-21-175,BRAIN Initiative: Development and Validation of Novel Tools to Probe Cell-Specific and Circuit-Specific Processes in the Brain (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,8000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/06/2023,Grant,,,,,,
PA-18-794,AHRQ Small Research Grant Program (R03),Available,Federal,Agency for Health Care Research and Quality,,,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,07/06/2022,Grant,,,,,,
RFA-AI-21-017,Systems Approach to Understand Mechanisms of Heterogeneous Response to Influenza (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/08/2021,Grant,,,,,,
PA-18-795,AHRQ Health Services Research Projects (R01),Available,Federal,Agency for Health Care Research and Quality,,,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,07/06/2022,Grant,,,,,,
PAR-19-159,Bioengineering Research Grants (BRG) (R01 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2022,Grant,,,,,,
RFA-HL-23-004,NHLBI Outstanding Investigator Award (OIA) (R35 Clinical Trial Optional),Available,Federal,National Institutes of Health,20000000,20,"NIH OER Webmaster
grantsinfo@nih.gov",,04/25/2024,Grant,,,,,,
RFA-HL-23-005,NHLBI Emerging Investigator Award (EIA) (R35 Clinical Trial Optional),Available,Federal,National Institutes of Health,20000000,20,"NIH OER Webmaster
grantsinfo@nih.gov",,04/25/2024,Grant,,,,,,
PAR-21-229,Screening and Functional Validation of Human Birth Defects Genomic Variants (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2025,Grant,,,,,,
RFA-DK-21-011,Support for Small Business Innovation Research (SBIR) to Develop New Technologies for Development and Integration of Novel Components for Open and Closed Loop Hormone Replacement Platforms for T1D Therapy (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/07/2022,Grant,,,,,,
PAR-21-228,NIMH Research Education Mentoring Program for HIV/AIDS Researchers (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Grant,,,,,,
PA-21-180,"Pilot Health Services and Economic Research on the Treatment of Drug, Alcohol, and Tobacco Use Disorders (R34 - Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
PA-21-205,"Development and Testing of Novel Interventions to improve HIV Prevention, Treatment, and Program Implementation for People Who Use Drugs (R34 Clinical Trial Required)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
F21AS00413,2021 National Fish Passage Program,Available,Federal,Fish and Wildlife Service,,,"Sara N Williams
sara_n_williams@fws.gov",,12/31/2021,Grant,,,,,,
RFA-HL-22-001,T32 Training Program for Institutions That Promote Diversity (T32 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/28/2024,Grant,,,,,,
PAR-21-168,Summer Research Education Experience Program (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
PA-21-235,NIMH Exploratory/Developmental Research Grant (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-DK-21-012,Support for Small Business Innovation Research (SBIR) to Development and Testing  of New Technologies and Bioengineering Solutions for the Advancement of Cell Replacement Therapies for Type 1 Diabetes  (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,3000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/07/2022,Grant,,,,,,
F21AS00513,2021 National Fish Habitat Action Plan,Available,Federal,Fish and Wildlife Service,4300000,,"Tracey Vriens
tracey_vriens@fws.gov",,12/31/2021,Grant,,,,,,
RFA-RM-21-016,NIH Directors New Innovator Award Program (DP2 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/20/2021,Grant,,,,,,
PA-21-232,Comprehensive Care for Adults with Type 2 Diabetes Mellitus from Populations with Health Disparities (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Grant,,,,,,
RFA-HL-22-010,Mentored Career Development Award to Promote Faculty Diversity in Biomedical Research (K01 Independent Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-HL-22-011,Mentored Career Development Award to Promote Faculty Diversity in Biomedical Research (K01 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-DA-22-030,Mechanistic Studies on the Impact of Social Inequality on the Substance Use Trajectory (R21 -  Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/14/2021,Grant,,,,,,
RFA-DA-22-024,Mechanistic Studies on the Impact of Social Inequality on the Substance Use Trajectory (R01 Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/14/2021,Grant,,,,,,
RFA-DA-22-007,Mechanistic Studies on the Impact of Social Inequality on the Substance Use Trajectory (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/14/2021,Grant,,,,,,
RFA-DA-22-005,Mechanistic studies on the impact of social inequality on the substance use trajectory (R21 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/14/2021,Grant,,,,,,
RFA-MH-21-226,Adapting Immunotherapy and Gene Editing Based Strategies for Targeting HIV Reservoirs in the CNS: Potential Benefits and Risks (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/27/2021,Grant,,,,,,
RFA-MH-21-225,Adapting Immunotherapy and Gene Editing Based Strategies for Targeting HIV Reservoirs in the CNS: Potential Benefits and Risks (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/27/2021,Grant,,,,,,
RFA-HD-22-020,Human Milk as a Biological System (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/29/2021,Grant,,,,,,
PAR-21-217,NIA Postdoctoral Fellowship Award to Promote Diversity in Translational Research for AD/ADRD (F32 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/08/2024,Grant,,,,,,
PAR-21-220,NIA Advanced Postdoctoral Career Transition Awards to Promote Diversity in Translational Research for AD/ADRD (K99/R00 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
PAR-21-218,NIA Predoctoral Fellowship Award to Promote Diversity in Translational Research for AD/ADRD (F31),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/08/2024,Grant,,,,,,
RFA-DK-21-016,"Characterization of Islet-derived Extracellular Vesicles for Improved Detection, Monitoring, Classification, and Treatment of Type 1 Diabetes (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/03/2021,Grant,,,,,,
RFA-DA-22-016,Exploratory Studies to Investigate the Mechanisms of Interrelationship Between Sleep and Substance Use Disorders (R61/R33 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/14/2021,Grant,,,,,,
PAR-21-257,Shared Personal Protective Equipment (PPE) Resources (S10 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/24/2022,Grant,,,,,,
PAR-21-138,Method to Extend Research in Time (MERIT) Award Extension Request (Type 4 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,12/01/2024,Grant,,,,,,
RFA-RM-21-017,NIH Directors Transformative Research Awards (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/01/2021,Grant,,,,,,
RFA-AG-22-003,NIA Research and Entrepreneurial Development Immersion (REDI): Entrepreneurship Enhancement Award (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/04/2021,Grant,,,,,,
RFA-AG-22-004,NIA Research and Entrepreneurial Development Immersion (REDI): Mentored Entrepreneurial Career Development Award (K01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/29/2021,Grant,,,,,,
